run,sen,spe,fn,fp,acc
repeat 0,0.42105263157894735,1.0,0.5789473684210527,0.0,0.7441860465116279
mean,0.42105263157894735,1.0,0.5789473684210527,0.0,0.7441860465116279
std,0.0,0.0,0.0,0.0,0.0
