sampling91_fold1,0.0002,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,,,,,,,
sampling92_fold0,0.0047,0.0042,0.005,0.0041,0.0043,0.004,0.0044,0.0041,0.0047,0.0048,0.0044,0.0048,,,,,,
sampling92_fold1,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,,,,,
sampling93_fold0,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,,,,,,,
sampling93_fold1,0.0002,0.0002,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,,,,
sampling94_fold0,0.0038,0.004,0.0038,0.0039,0.0039,0.004,0.0039,0.004,0.004,0.004,0.0036,,,,,,,
sampling94_fold1,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,,,,
sampling95_fold0,0.0016,0.0017,0.0017,0.0014,0.0016,0.0017,0.0014,0.0012,0.0012,0.0017,,,,,,,,
sampling95_fold1,0.0007,0.0007,0.0007,0.0007,0.0008,0.0007,0.0008,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0008,0.0008,,,
sampling96_fold0,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,,,,,,
sampling96_fold1,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,,,,,
sampling97_fold0,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,,,,,,,,,
sampling97_fold1,0.0032,0.003,0.0032,0.0031,0.0032,0.0031,0.0031,0.0031,0.0032,0.0031,0.0032,0.003,0.0031,0.0032,0.0031,0.0031,,
sampling98_fold0,0.0015,0.0016,0.0016,0.0014,0.0016,0.0017,0.0016,0.0016,0.0016,0.0014,0.0014,0.0017,0.0015,0.0015,,,,
sampling98_fold1,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002,,,,,,,
sampling99_fold0,0.0024,0.0026,0.0025,0.0022,0.0022,0.0023,0.0025,0.0023,0.0023,0.0023,0.0024,,,,,,,
sampling99_fold1,0.0007,0.0007,0.0007,0.0007,0.0008,0.0008,0.0008,0.0008,0.0007,0.0007,0.0007,0.0008,0.0007,0.0007,,,,
