run,sen,spe,fn,fp,acc
sampling0_fold0,0.8888888888888888,0.42857142857142855,0.1111111111111111,0.5714285714285714,0.6086956521739131
sampling0_fold1,0.08333333333333333,1.0,0.9166666666666666,0.0,0.5217391304347826
sampling1_fold0,0.5454545454545454,0.9166666666666666,0.45454545454545453,0.08333333333333333,0.7391304347826086
sampling1_fold1,0.6,0.6153846153846154,0.4,0.38461538461538464,0.6086956521739131
sampling2_fold0,1.0,0.38461538461538464,0.0,0.6153846153846154,0.6521739130434783
sampling2_fold1,0.45454545454545453,0.8333333333333334,0.5454545454545454,0.16666666666666666,0.6521739130434783
sampling3_fold0,0.6666666666666666,0.6428571428571429,0.3333333333333333,0.35714285714285715,0.6521739130434783
sampling3_fold1,0.16666666666666666,0.9090909090909091,0.8333333333333334,0.09090909090909091,0.5217391304347826
sampling4_fold0,1.0,0.3125,0.0,0.6875,0.5217391304347826
sampling4_fold1,0.0,1.0,1.0,0.0,0.391304347826087
sampling5_fold0,0.07692307692307693,1.0,0.9230769230769231,0.0,0.4782608695652174
sampling5_fold1,0.75,0.6666666666666666,0.25,0.3333333333333333,0.6956521739130435
sampling6_fold0,0.0,1.0,1.0,0.0,0.4782608695652174
sampling6_fold1,0.8888888888888888,0.21428571428571427,0.1111111111111111,0.7857142857142857,0.4782608695652174
sampling7_fold0,0.07692307692307693,0.9,0.9230769230769231,0.1,0.43478260869565216
sampling7_fold1,0.875,0.13333333333333333,0.125,0.8666666666666667,0.391304347826087
sampling8_fold0,0.625,0.7333333333333333,0.375,0.26666666666666666,0.6956521739130435
sampling8_fold1,0.0,1.0,1.0,0.0,0.43478260869565216
sampling9_fold0,0.4,0.8461538461538461,0.6,0.15384615384615385,0.6521739130434783
sampling9_fold1,0.8181818181818182,0.5833333333333334,0.18181818181818182,0.4166666666666667,0.6956521739130435
sampling10_fold0,0.0,1.0,1.0,0.0,0.4782608695652174
sampling10_fold1,0.5555555555555556,0.7857142857142857,0.4444444444444444,0.21428571428571427,0.6956521739130435
sampling11_fold0,0.5454545454545454,0.8333333333333334,0.45454545454545453,0.16666666666666666,0.6956521739130435
sampling11_fold1,0.6,0.6923076923076923,0.4,0.3076923076923077,0.6521739130434783
sampling12_fold0,0.4,0.9230769230769231,0.6,0.07692307692307693,0.6956521739130435
sampling12_fold1,0.0,1.0,1.0,0.0,0.5217391304347826
sampling13_fold0,0.7272727272727273,0.75,0.2727272727272727,0.25,0.7391304347826086
sampling13_fold1,0.6,0.8461538461538461,0.4,0.15384615384615385,0.7391304347826086
sampling14_fold0,0.0,1.0,1.0,0.0,0.391304347826087
sampling14_fold1,1.0,0.0,0.0,1.0,0.30434782608695654
sampling15_fold0,0.0,1.0,1.0,0.0,0.5217391304347826
sampling15_fold1,0.8,0.7692307692307693,0.2,0.23076923076923078,0.782608695652174
sampling16_fold0,0.25,0.8181818181818182,0.75,0.18181818181818182,0.5217391304347826
sampling16_fold1,1.0,0.0,0.0,1.0,0.391304347826087
sampling17_fold0,0.5454545454545454,0.5,0.45454545454545453,0.5,0.5217391304347826
sampling17_fold1,0.5,0.7692307692307693,0.5,0.23076923076923078,0.6521739130434783
sampling18_fold0,0.08333333333333333,0.9090909090909091,0.9166666666666666,0.09090909090909091,0.4782608695652174
sampling18_fold1,0.6666666666666666,0.42857142857142855,0.3333333333333333,0.5714285714285714,0.5217391304347826
sampling19_fold0,0.09090909090909091,1.0,0.9090909090909091,0.0,0.5652173913043478
sampling19_fold1,0.9,0.46153846153846156,0.1,0.5384615384615384,0.6521739130434783
sampling20_fold0,0.5555555555555556,0.7857142857142857,0.4444444444444444,0.21428571428571427,0.6956521739130435
sampling20_fold1,0.0,1.0,1.0,0.0,0.4782608695652174
sampling21_fold0,0.09090909090909091,1.0,0.9090909090909091,0.0,0.5652173913043478
sampling21_fold1,0.0,0.9230769230769231,1.0,0.07692307692307693,0.5217391304347826
sampling22_fold0,1.0,0.07142857142857142,0.0,0.9285714285714286,0.43478260869565216
