run,sen,spe,fn,fp,acc
sampling0_fold0,0.6666666666666666,0.9285714285714286,0.3333333333333333,0.07142857142857142,0.8260869565217391
sampling0_fold1,0.5833333333333334,0.9090909090909091,0.4166666666666667,0.09090909090909091,0.7391304347826086
sampling1_fold0,0.9,0.8461538461538461,0.1,0.15384615384615385,0.8695652173913043
sampling1_fold1,0.5454545454545454,1.0,0.45454545454545453,0.0,0.782608695652174
sampling2_fold0,0.8,1.0,0.2,0.0,0.9130434782608695
sampling2_fold1,0.2727272727272727,0.9166666666666666,0.7272727272727273,0.08333333333333333,0.6086956521739131
sampling3_fold0,0.5454545454545454,0.9166666666666666,0.45454545454545453,0.08333333333333333,0.7391304347826086
sampling3_fold1,0.0,1.0,1.0,0.0,0.5652173913043478
sampling4_fold0,0.0,1.0,1.0,0.0,0.4782608695652174
sampling4_fold1,0.8888888888888888,0.9285714285714286,0.1111111111111111,0.07142857142857142,0.9130434782608695
sampling5_fold0,0.7,0.8461538461538461,0.3,0.15384615384615385,0.782608695652174
sampling5_fold1,0.6363636363636364,0.9166666666666666,0.36363636363636365,0.08333333333333333,0.782608695652174
sampling6_fold0,0.8,0.7692307692307693,0.2,0.23076923076923078,0.782608695652174
sampling6_fold1,0.5454545454545454,0.9166666666666666,0.45454545454545453,0.08333333333333333,0.7391304347826086
sampling7_fold0,0.08333333333333333,1.0,0.9166666666666666,0.0,0.5217391304347826
sampling7_fold1,0.6666666666666666,0.7142857142857143,0.3333333333333333,0.2857142857142857,0.6956521739130435
sampling8_fold0,0.5714285714285714,0.7777777777777778,0.42857142857142855,0.2222222222222222,0.6521739130434783
sampling8_fold1,0.7142857142857143,0.75,0.2857142857142857,0.25,0.7391304347826086
sampling9_fold0,0.42857142857142855,1.0,0.5714285714285714,0.0,0.6521739130434783
sampling9_fold1,0.5714285714285714,0.875,0.42857142857142855,0.125,0.782608695652174
sampling10_fold0,0.6,0.9230769230769231,0.4,0.07692307692307693,0.782608695652174
sampling10_fold1,0.5454545454545454,0.9166666666666666,0.45454545454545453,0.08333333333333333,0.7391304347826086
sampling11_fold0,0.9166666666666666,0.36363636363636365,0.08333333333333333,0.6363636363636364,0.6521739130434783
sampling11_fold1,0.4444444444444444,0.8571428571428571,0.5555555555555556,0.14285714285714285,0.6956521739130435
sampling12_fold0,0.7,0.9230769230769231,0.3,0.07692307692307693,0.8260869565217391
sampling12_fold1,0.7272727272727273,0.9166666666666666,0.2727272727272727,0.08333333333333333,0.8260869565217391
sampling13_fold0,0.5833333333333334,0.9090909090909091,0.4166666666666667,0.09090909090909091,0.7391304347826086
sampling13_fold1,0.7777777777777778,0.8571428571428571,0.2222222222222222,0.14285714285714285,0.8260869565217391
sampling14_fold0,0.6666666666666666,0.8571428571428571,0.3333333333333333,0.14285714285714285,0.782608695652174
sampling14_fold1,0.5833333333333334,0.9090909090909091,0.4166666666666667,0.09090909090909091,0.7391304347826086
sampling15_fold0,1.0,0.6153846153846154,0.0,0.38461538461538464,0.782608695652174
sampling15_fold1,0.18181818181818182,1.0,0.8181818181818182,0.0,0.6086956521739131
sampling16_fold0,0.5555555555555556,0.8571428571428571,0.4444444444444444,0.14285714285714285,0.7391304347826086
sampling16_fold1,0.75,0.9090909090909091,0.25,0.09090909090909091,0.8260869565217391
sampling17_fold0,0.8,0.7692307692307693,0.2,0.23076923076923078,0.782608695652174
sampling17_fold1,0.7272727272727273,0.8333333333333334,0.2727272727272727,0.16666666666666666,0.782608695652174
sampling18_fold0,0.6666666666666666,0.7142857142857143,0.3333333333333333,0.2857142857142857,0.6956521739130435
sampling18_fold1,0.5833333333333334,1.0,0.4166666666666667,0.0,0.782608695652174
sampling19_fold0,0.23076923076923078,1.0,0.7692307692307693,0.0,0.5652173913043478
sampling19_fold1,0.75,0.7333333333333333,0.25,0.26666666666666666,0.7391304347826086
sampling20_fold0,0.5454545454545454,1.0,0.45454545454545453,0.0,0.782608695652174
sampling20_fold1,0.8,0.7692307692307693,0.2,0.23076923076923078,0.782608695652174
sampling21_fold0,1.0,0.5714285714285714,0.0,0.42857142857142855,0.7391304347826086
sampling21_fold1,0.5833333333333334,0.8181818181818182,0.4166666666666667,0.18181818181818182,0.6956521739130435
sampling22_fold0,0.7777777777777778,0.8571428571428571,0.2222222222222222,0.14285714285714285,0.8260869565217391
sampling22_fold1,0.5,1.0,0.5,0.0,0.7391304347826086
sampling23_fold0,0.8571428571428571,0.625,0.14285714285714285,0.375,0.6956521739130435
sampling23_fold1,0.5,1.0,0.5,0.0,0.6956521739130435
sampling24_fold0,0.7272727272727273,0.8333333333333334,0.2727272727272727,0.16666666666666666,0.782608695652174
sampling24_fold1,0.7,0.7692307692307693,0.3,0.23076923076923078,0.7391304347826086
sampling25_fold0,0.6666666666666666,0.9285714285714286,0.3333333333333333,0.07142857142857142,0.8260869565217391
sampling25_fold1,0.5,0.9090909090909091,0.5,0.09090909090909091,0.6956521739130435
sampling26_fold0,0.6,0.9230769230769231,0.4,0.07692307692307693,0.782608695652174
sampling26_fold1,0.5454545454545454,0.8333333333333334,0.45454545454545453,0.16666666666666666,0.6956521739130435
sampling27_fold0,0.09090909090909091,1.0,0.9090909090909091,0.0,0.5652173913043478
sampling27_fold1,0.8,0.8461538461538461,0.2,0.15384615384615385,0.8260869565217391
sampling28_fold0,0.7777777777777778,0.8571428571428571,0.2222222222222222,0.14285714285714285,0.8260869565217391
sampling28_fold1,0.6666666666666666,0.9090909090909091,0.3333333333333333,0.09090909090909091,0.782608695652174
sampling29_fold0,0.7272727272727273,1.0,0.2727272727272727,0.0,0.8695652173913043
sampling29_fold1,0.7,0.7692307692307693,0.3,0.23076923076923078,0.7391304347826086
sampling30_fold0,0.0,1.0,1.0,0.0,0.4782608695652174
sampling30_fold1,1.0,0.35714285714285715,0.0,0.6428571428571429,0.6086956521739131
sampling31_fold0,0.75,0.9090909090909091,0.25,0.09090909090909091,0.8260869565217391
sampling31_fold1,0.4444444444444444,0.9285714285714286,0.5555555555555556,0.07142857142857142,0.7391304347826086
sampling32_fold0,1.0,0.7692307692307693,0.0,0.23076923076923078,0.8695652173913043
sampling32_fold1,0.5454545454545454,1.0,0.45454545454545453,0.0,0.782608695652174
sampling33_fold0,0.875,0.7333333333333333,0.125,0.26666666666666666,0.782608695652174
sampling33_fold1,0.38461538461538464,1.0,0.6153846153846154,0.0,0.6521739130434783
sampling34_fold0,0.5454545454545454,1.0,0.45454545454545453,0.0,0.782608695652174
sampling34_fold1,0.4,0.9230769230769231,0.6,0.07692307692307693,0.6956521739130435
sampling35_fold0,0.5714285714285714,1.0,0.42857142857142855,0.0,0.7391304347826086
sampling35_fold1,1.0,0.0,0.0,1.0,0.30434782608695654
sampling36_fold0,0.5,0.9230769230769231,0.5,0.07692307692307693,0.7391304347826086
sampling36_fold1,0.8181818181818182,0.9166666666666666,0.18181818181818182,0.08333333333333333,0.8695652173913043
sampling37_fold0,0.7142857142857143,0.8125,0.2857142857142857,0.1875,0.782608695652174
sampling37_fold1,0.5714285714285714,0.8888888888888888,0.42857142857142855,0.1111111111111111,0.6956521739130435
sampling38_fold0,0.7,0.9230769230769231,0.3,0.07692307692307693,0.8260869565217391
sampling38_fold1,0.6363636363636364,1.0,0.36363636363636365,0.0,0.8260869565217391
sampling39_fold0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.8260869565217391
sampling39_fold1,1.0,0.0,0.0,1.0,0.391304347826087
sampling40_fold0,0.5833333333333334,0.8181818181818182,0.4166666666666667,0.18181818181818182,0.6956521739130435
sampling40_fold1,0.8888888888888888,0.8571428571428571,0.1111111111111111,0.14285714285714285,0.8695652173913043
sampling41_fold0,0.0,1.0,1.0,0.0,0.34782608695652173
sampling41_fold1,1.0,0.47058823529411764,0.0,0.5294117647058824,0.6086956521739131
sampling42_fold0,0.6,0.9230769230769231,0.4,0.07692307692307693,0.782608695652174
